countyfip,city,sex,age,language,poverty,diffrem,diffphys,diffmob,diffcare,diffeye,diffhear,vetstat,raceethn,diffany
0,not in identifiable city (or size group),male,72,english,75,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),male,64,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
9,not in identifiable city (or size group),male,23,english,313,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),male,48,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),male,65,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),male,36,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),male,68,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,veteran,White NH,0
0,not in identifiable city (or size group),male,35,english,497,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),male,67,english,326,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),male,61,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),male,23,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),male,56,english,228,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),male,68,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),male,61,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),male,34,english,148,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
17,not in identifiable city (or size group),male,21,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),male,57,portuguese,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
23,not in identifiable city (or size group),male,34,english,402,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
9,not in identifiable city (or size group),male,33,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),male,77,english,166,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,veteran,White NH,0
0,not in identifiable city (or size group),male,45,english,230,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,veteran,White NH,0
0,not in identifiable city (or size group),male,50,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),male,15,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,62,english,270,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
3,not in identifiable city (or size group),male,78,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
9,not in identifiable city (or size group),male,43,english,123,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),male,67,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
9,not in identifiable city (or size group),male,68,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),male,26,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),male,25,english,235,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),male,15,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,54,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),male,79,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),male,29,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),male,45,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
17,not in identifiable city (or size group),male,41,spanish,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
13,not in identifiable city (or size group),male,39,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),male,17,english,449,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),male,60,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),male,53,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),male,50,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
13,not in identifiable city (or size group),male,44,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),male,50,english,34,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),male,18,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
27,not in identifiable city (or size group),male,38,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),male,30,english,493,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),male,68,english,285,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),male,15,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,53,english,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),male,61,russian,501,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,not a veteran,White NH,0
0,not in identifiable city (or size group),male,16,english,318,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,n/a,White NH,0
0,not in identifiable city (or size group),male,64,english,140,no cognitive difficulty,no ambulatory difficulty,no independent living difficulty,no,no,no,veteran,White NH,0
